"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"2356","2","480","186","122.878615136749","-235.757230273498","0.143001296939096","3356.61291382855","1870.74475980271","3"
"2357","cds-hnc","2","480","186",NA,NA,NA,"0.531454293734692","-187.686608954497"
"2358","cds-hrp","2","480","186",NA,NA,NA,NA,NA
"2359","2","480","187","173.653906693939","-341.307813387879","0.211353483465482","2271.07683360418","1870.74475980271","2"
"2360","cds-hnc","2","480","187",NA,NA,NA,"0.473855025323709","-265.22527755023"
"2361","cds-hrp","2","480","187",NA,NA,NA,"0.216683737783231","-348.928898348562"
"2362","2","480","188","146.592849723608","-287.185699447216","0.306986143991024","1563.58848565502","1870.74475980271","2"
"2363","cds-hnc","2","480","188",NA,NA,NA,"0.512573204616977","-211.435401991451"
"2364","cds-hrp","2","480","188",NA,NA,NA,"0.286212709655225","-289.960411011515"
"2365","2","480","189","127.681765314021","-249.363530628041","0.271742007907967","1766.3812956095","1870.74475980271","2"
"2366","cds-hnc","2","480","189",NA,NA,NA,"0.535689083102221","-182.661239729067"
"2367","cds-hrp","2","480","189",NA,NA,NA,"0.284726931618722","-250.580722148629"
"2368","2","480","190","145.218821951715","-284.43764390343","0.250871650897635","1913.32898030737","1870.74475980271","2"
"2369","cds-hnc","2","480","190",NA,NA,NA,"0.507507307510941","-218.194476926301"
"2370","cds-hrp","2","480","190",NA,NA,NA,"0.26808486881996","-289.049014589569"
"2371","2","480","191","133.574719964695","-261.14943992939","0.280525460900058","1711.0746327978","1870.74475980271","2"
"2372","cds-hnc","2","480","191",NA,NA,NA,"0.517821491923035","-204.608742539195"
"2373","cds-hrp","2","480","191",NA,NA,NA,"0.274689530448662","-263.633794724453"
"2374","2","480","192","120.401596669897","-234.803193339795","0.322380320515476","1488.92463172844","1870.74475980271","2"
"2375","cds-hnc","2","480","192",NA,NA,NA,"0.54368890418391","-173.45686617565"
"2376","cds-hrp","2","480","192",NA,NA,NA,"0.307446302958992","-237.624847454132"
"2377","2","480","193","159.02583655156","-308.051673103121","0.223276954809528","2149.79642842888","1870.74475980271","3"
"2378","cds-hnc","2","480","193",NA,NA,NA,"0.510239228599721","-214.528439385104"
"2379","cds-hrp","2","480","193",NA,NA,NA,"0.307227321911531","-295.618288600873"
"2380","2","480","194","137.768457688533","-265.536915377065","0.259596101662375","1849.02622545649","1870.74475980271","3"
"2381","cds-hnc","2","480","194",NA,NA,NA,"0.512968011054176","-210.915564376185"
"2382","cds-hrp","2","480","194",NA,NA,NA,"0.283443947253975","-266.704078380863"
"2383","2","480","195","121.416449711662","-232.832899423323","0.292399697552021","1641.58856530487","1870.74475980271","3"
"2384","cds-hnc","2","480","195",NA,NA,NA,"0.549586108040693","-166.907748340645"
"2385","cds-hrp","2","480","195",NA,NA,NA,"0.307352768356121","-234.038822863116"
"2386","2","480","196","153.060681505394","-296.121363010787","0.219381245917621","2187.97189336888","1870.74475980271","3"
"2387","cds-hnc","2","480","196",NA,NA,NA,"0.514556882484918","-208.834311931939"
"2388","cds-hrp","2","480","196",NA,NA,NA,"0.235135707366484","-291.019272570713"
"2389","2","480","197","144.748084161222","-279.496168322444","0.26562121907265","1807.08454571438","1870.74475980271","3"
"2390","cds-hnc","2","480","197",NA,NA,NA,"0.503114016650864","-224.193586999884"
"2391","cds-hrp","2","480","197",NA,NA,NA,"0.292274460555933","-281.904000225599"
"2392","2","480","198","170.074684557805","-330.149369115609","0.247167781100317","1942.00068416354","1870.74475980271","3"
"2393","cds-hnc","2","480","198",NA,NA,NA,"0.481348958150321","-255.870390742473"
"2394","cds-hrp","2","480","198",NA,NA,NA,"0.271325014735567","-326.909541848209"
"2395","2","480","199","137.541517024357","-269.083034048714","0.349396786216898","1373.79626526395","1870.74475980271","2"
"2396","cds-hnc","2","480","199",NA,NA,NA,"0.505181390565193","-221.354380764721"
"2397","cds-hrp","2","480","199",NA,NA,NA,"0.329375921808559","-270.713775965886"
"2398","2","480","200","149.889116421876","-293.778232843751","0.275055271337825","1745.10380282972","1870.74475980271","2"
"2399","cds-hnc","2","480","200",NA,NA,NA,"0.498819494279742","-230.183339338548"
"2400","cds-hrp","2","480","200",NA,NA,NA,"0.271075090641657","-298.583795015434"
"2401","2","960","1","258.305261657973","-506.610523315946","0.236885522279369","4052.59042748857","3741.48951960542","3"
"2402","cds-hnc","2","960","1",NA,NA,NA,"0.54430378160823","-347.529542779616"
"2403","cds-hrp","2","960","1",NA,NA,NA,"0.207981763262713","-498.760090456241"
"2404","2","960","2","266.969814187376","-527.939628374752","0.288445373850488","3328.18650264644","3741.48951960542","2"
"2405","cds-hnc","2","960","2",NA,NA,NA,"0.536070507567218","-364.732105162915"
"2406","cds-hrp","2","960","2",NA,NA,NA,NA,NA
"2407","2","960","3","277.532099233558","-545.064198467116","0.263581030522465","3642.14373886128","3741.48951960542","3"
"2408","cds-hnc","2","960","3",NA,NA,NA,"0.522668990861966","-398.918545768582"
"2409","cds-hrp","2","960","3",NA,NA,NA,NA,NA
"2410","2","960","4","312.634796747394","-615.269593494787","0.238750968958247","4020.92608959373","3741.48951960542","3"
"2411","cds-hnc","2","960","4",NA,NA,NA,"0.49959348865138","-460.189125781399"
"2412","cds-hrp","2","960","4",NA,NA,NA,"0.260167500622679","-615.86713936966"
"2413","2","960","5","250.446777241516","-490.893554483031","0.232112012241416","4135.93415838176","3741.48951960542","3"
"2414","cds-hnc","2","960","5",NA,NA,NA,"0.546169772063613","-343.355369888303"
"2415","cds-hrp","2","960","5",NA,NA,NA,"0.290985356214189","-478.965077429224"
"2416","2","960","6","227.478233834616","-444.956467669232","0.318960860251695","3009.77367330416","3741.48951960542","3"
"2417","cds-hnc","2","960","6",NA,NA,NA,"0.544103486728055","-347.979963161978"
"2418","cds-hrp","2","960","6",NA,NA,NA,"0.323687097763339","-447.344432252051"
"2419","2","960","7","268.396093483284","-526.792186966567","0.236258991746094","4063.33741164741","3741.48951960542","3"
"2420","cds-hnc","2","960","7",NA,NA,NA,"0.529892096827816","-381.135355672762"
"2421","cds-hrp","2","960","7",NA,NA,NA,"0.281400294299924","-520.335849081597"
"2422","2","960","8","266.627090810748","-523.254181621497","0.281977082860677","3404.53199338306","3741.48951960542","3"
"2423","cds-hnc","2","960","8",NA,NA,NA,"0.518493882745689","-409.493769044963"
"2424","cds-hrp","2","960","8",NA,NA,NA,"0.304475284559942","-522.087293231589"
"2425","2","960","9","315.586208953875","-621.172417907751","0.236571471937586","4057.97027062195","3741.48951960542","3"
"2426","cds-hnc","2","960","9",NA,NA,NA,"0.49670281726549","-468.363636291058"
"2427","cds-hrp","2","960","9",NA,NA,NA,"0.248960581052318","-620.213161353992"
"2428","2","960","10","247.991524464725","-489.98304892945","0.261427814259464","3672.14178307444","3741.48951960542","2"
"2429","cds-hnc","2","960","10",NA,NA,NA,"0.539041975712143","-359.515944131569"
"2430","cds-hrp","2","960","10",NA,NA,NA,"8.10771017321002e-12","607.702419052125"
"2431","2","960","11","290.281684346996","-570.563368693992","0.255904618727472","3751.39770737143","3741.48951960542","3"
"2432","cds-hnc","2","960","11",NA,NA,NA,"0.512143356920584","-426.004796033756"
"2433","cds-hrp","2","960","11",NA,NA,NA,"0.27302343746513","-572.248593442843"
"2434","2","960","12","278.126332987578","-546.252665975156","0.237950199594022","4034.4576370934","3741.48951960542","3"
"2435","cds-hnc","2","960","12",NA,NA,NA,"0.528469180227881","-384.587862083944"
"2436","cds-hrp","2","960","12",NA,NA,NA,"0.264066538012956","-534.583062607553"
"2437","2","960","13","241.560182709846","-473.120365419693","0.299760964777068","3202.55174223218","3741.48951960542","3"
"2438","cds-hnc","2","960","13",NA,NA,NA,"0.54200163523242","-352.734393265451"
"2439","cds-hrp","2","960","13",NA,NA,NA,"0.307418366190743","-476.957751604826"
"2440","2","960","14","278.316979486407","-546.633958972813","0.243598871220133","3940.90496064934","3741.48951960542","3"
"2441","cds-hnc","2","960","14",NA,NA,NA,"0.529079616071266","-383.103704861876"
"2442","cds-hrp","2","960","14",NA,NA,NA,"0.268017081208831","-540.434125983344"
"2443","2","960","15","259.32049067366","-508.640981347319","0.280316576887595","3424.69935477613","3741.48951960542","3"
"2444","cds-hnc","2","960","15",NA,NA,NA,"0.53033727310231","-380.060253071135"
"2445","cds-hrp","2","960","15",NA,NA,NA,"0.291411687675922","-508.188048617407"
"2446","2","960","16","247.933537283458","-485.867074566917","0.276115905086406","3476.80080109685","3741.48951960542","3"
"2447","cds-hnc","2","960","16",NA,NA,NA,"0.559758064680701","-314.133608790434"
"2448","cds-hrp","2","960","16",NA,NA,NA,"0.279011249779355","-482.369021457991"
"2449","2","960","17","287.307827828699","-564.615655657398","0.228948007315776","4193.0917471403","3741.48951960542","3"
"2450","cds-hnc","2","960","17",NA,NA,NA,"0.521735185998327","-401.26476164908"
"2451","cds-hrp","2","960","17",NA,NA,NA,"0.249277009505459","-560.230625413688"
"2452","2","960","18","301.990287505857","-593.980575011714","0.264876637310061","3624.32870542765","3741.48951960542","3"
"2453","cds-hnc","2","960","18",NA,NA,NA,"0.503712190740952","-448.738356657065"
"2454","cds-hrp","2","960","18",NA,NA,NA,"0.275436210758433","-594.696397845671"
"2455","2","960","19","341.76020809804","-673.52041619608","0.224193396378968","4282.01729179058","3741.48951960542","3"
"2456","cds-hnc","2","960","19",NA,NA,NA,"0.490689912732842","-485.737598682964"
"2457","cds-hrp","2","960","19",NA,NA,NA,"0.249703194879106","-669.920283151896"
"2458","2","960","20","267.472365002561","-524.944730005122","0.22531027266611","4260.79107996392","3741.48951960542","3"
"2459","cds-hnc","2","960","20",NA,NA,NA,"0.539107041866934","-359.365758261214"
"2460","cds-hrp","2","960","20",NA,NA,NA,"0.135287766081108","-454.468068005319"
"2461","2","960","21","292.090197167193","-574.180394334385","0.256321477603308","3745.29676161484","3741.48951960542","3"
"2462","cds-hnc","2","960","21",NA,NA,NA,"0.515627086826466","-416.883132511789"
"2463","cds-hrp","2","960","21",NA,NA,NA,"0.280069018753048","-569.889460768157"
"2464","2","960","22","278.041897046969","-546.083794093938","0.252265668592254","3805.51188497902","3741.48951960542","3"
"2465","cds-hnc","2","960","22",NA,NA,NA,"0.511337393049473","-428.137528448588"
"2466","cds-hrp","2","960","22",NA,NA,NA,"0.275205432130966","-546.862251117105"
"2467","2","960","23","279.73765262816","-549.47530525632","0.240565400065387","3990.59881320867","3741.48951960542","3"
"2468","cds-hnc","2","960","23",NA,NA,NA,"0.522504123356614","-399.331989382872"
"2469","cds-hrp","2","960","23",NA,NA,NA,"0.258988950722728","-546.990732755603"
"2470","2","960","24","308.392156216999","-606.784312433999","0.209878329260688","4574.07872161776","3741.48951960542","3"
"2471","cds-hnc","2","960","24",NA,NA,NA,"0.502716390095325","-451.485861401755"
"2472","cds-hrp","2","960","24",NA,NA,NA,"0.265679955937894","-591.462930825706"
"2473","2","960","25","283.494847275021","-556.989694550042","0.178747773107228","5370.69627952293","3741.48951960542","3"
"2474","cds-hnc","2","960","25",NA,NA,NA,"0.519862244116208","-406.003602025525"
"2475","cds-hrp","2","960","25",NA,NA,NA,"0.258191834377999","-550.168691567424"
"2476","2","960","26","235.657002061156","-461.314004122311","0.291019076467556","3298.7528228481","3741.48951960542","3"
"2477","cds-hnc","2","960","26",NA,NA,NA,"0.542413012680613","-351.799841971636"
"2478","cds-hrp","2","960","26",NA,NA,NA,"0.320599405749623","-461.542515130635"
"2479","2","960","27","286.159356350455","-562.31871270091","0.23939666504188","4010.08092502899","3741.48951960542","3"
"2480","cds-hnc","2","960","27",NA,NA,NA,"0.515193604878262","-418.009618822578"
"2481","cds-hrp","2","960","27",NA,NA,NA,"0.261201096129098","-559.181438000108"
"2482","2","960","28","269.032736708449","-528.065473416897","0.291517748443127","3293.10995686181","3741.48951960542","3"
"2483","cds-hnc","2","960","28",NA,NA,NA,"0.510783923225533","-429.60702865978"
"2484","cds-hrp","2","960","28",NA,NA,NA,"0.328125513945325","-523.111891912744"
"2485","2","960","29","256.248381450128","-502.496762900256","0.272470084334044","3523.32257813323","3741.48951960542","3"
"2486","cds-hnc","2","960","29",NA,NA,NA,"0.543493978708353","-349.353446015658"
"2487","cds-hrp","2","960","29",NA,NA,NA,"0.284939845590388","-501.419703132323"
"2488","2","960","30","291.764497659306","-573.528995318612","0.26084166551638","3680.39361387882","3741.48951960542","3"
"2489","cds-hnc","2","960","30",NA,NA,NA,"0.49726962518351","-466.751729251482"
"2490","cds-hrp","2","960","30",NA,NA,NA,"0.311085825526983","-566.326647931727"
"2491","2","960","31","235.684467035848","-461.368934071696","0.228209548100277","4206.66009810496","3741.48951960542","3"
"2492","cds-hnc","2","960","31",NA,NA,NA,"0.578224782078343","-275.206068137695"
"2493","cds-hrp","2","960","31",NA,NA,NA,"0.302034911028739","-448.007711770767"
"2494","2","960","32","279.28301628089","-548.56603256178","0.232182754893425","4134.67400040392","3741.48951960542","3"
"2495","cds-hnc","2","960","32",NA,NA,NA,"0.524229237242135","-395.022666868327"
"2496","cds-hrp","2","960","32",NA,NA,NA,"0.258345822995616","-542.37020866339"
"2497","2","960","33","275.355581701404","-540.711163402807","0.248108101513562","3869.28114859452","3741.48951960542","3"
"2498","cds-hnc","2","960","33",NA,NA,NA,"0.525925160424536","-390.822291201302"
"2499","cds-hrp","2","960","33",NA,NA,NA,"0.279682560340801","-535.695195528961"
"2500","2","960","34","259.480450972974","-512.960901945948","0.331082389857079","2899.58037458414","3741.48951960542","2"
"2501","cds-hnc","2","960","34",NA,NA,NA,"0.512173492980949","-425.925220496263"
"2502","cds-hrp","2","960","34",NA,NA,NA,"0.30041185462331","-519.505837761394"
"2503","2","960","35","295.421962887565","-580.84392577513","0.245107085320184","3916.65544366435","3741.48951960542","3"
"2504","cds-hnc","2","960","35",NA,NA,NA,"0.500521773725317","-457.588254946948"
"2505","cds-hrp","2","960","35",NA,NA,NA,"0.290457887254344","-573.11194811592"
"2506","2","960","36","270.613159136668","-535.226318273336","0.29743932095256","3227.54905748698","3741.48951960542","2"
"2507","cds-hnc","2","960","36",NA,NA,NA,"0.519287674367961","-407.466242210952"
"2508","cds-hrp","2","960","36",NA,NA,NA,"0.275146347154253","-548.360050263254"
"2509","2","960","37","260.536916827278","-511.073833654557","0.211072320394944","4548.20413308441","3741.48951960542","3"
"2510","cds-hnc","2","960","37",NA,NA,NA,"0.544123465164617","-347.935024269951"
"2511","cds-hrp","2","960","37",NA,NA,NA,"0.265536853762085","-503.950386991014"
"2512","2","960","38","233.481215723456","-460.962431446912","0.27665207882333","3470.06248455865","3741.48951960542","2"
"2513","cds-hnc","2","960","38",NA,NA,NA,"0.5423553914545","-351.930624852424"
"2514","cds-hrp","2","960","38",NA,NA,NA,"0.289845042494934","-470.432334663542"
"2515","2","960","39","282.522258485015","-555.04451697003","0.247183111992784","3883.76047319942","3741.48951960542","3"
"2516","cds-hnc","2","960","39",NA,NA,NA,"0.521894107910918","-400.864696854638"
"2517","cds-hrp","2","960","39",NA,NA,NA,"0.261438146549468","-553.018979142886"
"2518","2","960","40","340.798935920636","-671.597871841273","0.236176460439465","4064.7573353148","3741.48951960542","3"
"2519","cds-hnc","2","960","40",NA,NA,NA,"0.476720221754839","-528.084536777626"
"2520","cds-hrp","2","960","40",NA,NA,NA,"0.23489063693488","-673.704590381442"
"2521","2","960","41","243.166247967028","-476.332495934056","0.259573671114959","3698.37201083017","3741.48951960542","3"
"2522","cds-hnc","2","960","41",NA,NA,NA,"0.550679558015408","-333.429979836022"
"2523","cds-hrp","2","960","41",NA,NA,NA,"0.293769432818207","-468.465983701114"
"2524","2","960","42","275.031737423513","-540.063474847027","0.222560647739885","4313.43101194596","3741.48951960542","3"
"2525","cds-hnc","2","960","42",NA,NA,NA,"0.535890084115618","-366.850745833852"
"2526","cds-hrp","2","960","42",NA,NA,NA,"0.25330638083268","-531.981588024162"
"2527","2","960","43","265.712893410102","-525.425786820204","0.355374917661462","2701.37241625622","3741.48951960542","2"
"2528","cds-hnc","2","960","43",NA,NA,NA,"0.510372932474512","-430.700822703977"
"2529","cds-hrp","2","960","43",NA,NA,NA,"0.341327940737291","-526.490247799704"
"2530","2","960","44","250.026488085961","-490.052976171923","0.253791798220464","3782.62814925984","3741.48951960542","3"
"2531","cds-hnc","2","960","44",NA,NA,NA,"0.542101468831181","-352.507412218869"
"2532","cds-hrp","2","960","44",NA,NA,NA,"0.288543927555601","-487.446331876233"
"2533","2","960","45","273.005736336412","-536.011472672825","0.270280545552647","3551.86496326279","3741.48951960542","3"
"2534","cds-hnc","2","960","45",NA,NA,NA,"0.526092367477729","-390.41010218078"
"2535","cds-hrp","2","960","45",NA,NA,NA,"0.277353522940877","-538.614534171738"
"2536","2","960","46","255.310857016268","-500.621714032536","0.238956120951805","4017.4739871745","3741.48951960542","3"
"2537","cds-hnc","2","960","46",NA,NA,NA,"0.542241068532215","-352.190220033138"
"2538","cds-hrp","2","960","46",NA,NA,NA,"0.288763383029147","-485.876961286361"
"2539","2","960","47","288.243805200076","-566.487610400152","0.258318494147105","3716.34250644597","3741.48951960542","3"
"2540","cds-hnc","2","960","47",NA,NA,NA,"0.513208388343182","-423.199511610008"
"2541","cds-hrp","2","960","47",NA,NA,NA,"0.271178689847935","-566.433396488592"
"2542","2","960","48","282.307085640168","-554.614171280335","0.253853631579017","3781.7067813","3741.48951960542","3"
"2543","cds-hnc","2","960","48",NA,NA,NA,"0.526326408758004","-389.833701524268"
"2544","cds-hrp","2","960","48",NA,NA,NA,"0.273158751459175","-554.171600071717"
"2545","2","960","49","312.553681763389","-615.107363526778","0.21840396697435","4395.52455616681","3741.48951960542","3"
"2546","cds-hnc","2","960","49",NA,NA,NA,"0.512279398833595","-425.645641818649"
"2547","cds-hrp","2","960","49",NA,NA,NA,"0.234284740313052","-607.082570844217"
"2548","2","960","50","235.350883668964","-460.701767337929","0.281430768876123","3411.14087785676","3741.48951960542","3"
"2549","cds-hnc","2","960","50",NA,NA,NA,"0.548286522391697","-338.668169580794"
"2550","cds-hrp","2","960","50",NA,NA,NA,"0.299452854687018","-461.608631790753"
"2551","2","960","51","292.054693802336","-574.109387604673","0.228794920619711","4195.89734509733","3741.48951960542","3"
"2552","cds-hnc","2","960","51",NA,NA,NA,"0.504289243559411","-447.152313962236"
"2553","cds-hrp","2","960","51",NA,NA,NA,"0.269301772886208","-562.896300819636"
"2554","2","960","52","273.174778731494","-536.349557462988","0.256948058985152","3736.16365810133","3741.48951960542","3"
"2555","cds-hnc","2","960","52",NA,NA,NA,"0.534412364347143","-370.330035759008"
"2556","cds-hrp","2","960","52",NA,NA,NA,"0.25911726911704","-535.354551360044"
"2557","2","960","53","262.235209609491","-518.470419218983","0.339064419672212","2831.32037542622","3741.48951960542","2"
"2558","cds-hnc","2","960","53",NA,NA,NA,"0.525787306644225","-391.162393663386"
"2559","cds-hrp","2","960","53",NA,NA,NA,"0.309821251424257","-517.917855043965"
"2560","2","960","54","302.959582373105","-595.919164746211","0.232465408969031","4129.64666122817","3741.48951960542","3"
"2561","cds-hnc","2","960","54",NA,NA,NA,"0.521910781720555","-400.82274328555"
"2562","cds-hrp","2","960","54",NA,NA,NA,"0.238482829731304","-595.454182513385"
"2563","2","960","55","290.407626907865","-570.815253815729","0.230729909212778","4160.70895739266","3741.48951960542","3"
"2564","cds-hnc","2","960","55",NA,NA,NA,"0.519044397735646","-408.086763906043"
"2565","cds-hrp","2","960","55",NA,NA,NA,"0.319142004332426","-540.023161722024"
"2566","2","960","56","281.674405179002","-553.348810358004","0.276336731918946","3474.02241219812","3741.48951960542","3"
"2567","cds-hnc","2","960","56",NA,NA,NA,"0.511300465546551","-428.235449134731"
"2568","cds-hrp","2","960","56",NA,NA,NA,"0.290507970460057","-557.82269306997"
"2569","2","960","57","300.85793909772","-591.715878195439","0.264262328974479","3632.75387651908","3741.48951960542","3"
"2570","cds-hnc","2","960","57",NA,NA,NA,"0.514188166191971","-420.631744075434"
"2571","cds-hrp","2","960","57",NA,NA,NA,"0.284253032535462","-584.745268048723"
"2572","2","960","58","271.920997944678","-533.841995889356","0.237063726667589","4049.54403398085","3741.48951960542","3"
"2573","cds-hnc","2","960","58",NA,NA,NA,"0.537556397908566","-362.958468420726"
"2574","cds-hrp","2","960","58",NA,NA,NA,"0.260307052565948","-528.025318246292"
"2575","2","960","59","301.509969118252","-593.019938236505","0.237430517320944","4043.28816207872","3741.48951960542","3"
"2576","cds-hnc","2","960","59",NA,NA,NA,"0.521993246981178","-400.615292697596"
"2577","cds-hrp","2","960","59",NA,NA,NA,"0.268861655538355","-586.585138274695"
"2578","2","960","60","255.836911928308","-505.673823856615","0.259071253668003","3705.5442717324","3741.48951960542","2"
"2579","cds-hnc","2","960","60",NA,NA,NA,"0.535308246733382","-368.217584486488"
"2580","cds-hrp","2","960","60",NA,NA,NA,"0.259417392007462","-521.957126928679"
"2581","2","960","61","281.622998181282","-553.245996362565","0.244529598590852","3925.90510732518","3741.48951960542","3"
"2582","cds-hnc","2","960","61",NA,NA,NA,"0.526193796758867","-390.16020981133"
"2583","cds-hrp","2","960","61",NA,NA,NA,"0.13843634837635","-499.494520633893"
"2584","2","960","62","241.77774094368","-477.555481887359","0.313122898313914","3065.88884163168","3741.48951960542","2"
"2585","cds-hnc","2","960","62",NA,NA,NA,"0.541528814714241","-353.810946137712"
"2586","cds-hrp","2","960","62",NA,NA,NA,"0.288265325416406","-489.290264758042"
"2587","2","960","63","307.693819235095","-605.38763847019","0.25067989854647","3829.58508267483","3741.48951960542","3"
"2588","cds-hnc","2","960","63",NA,NA,NA,"0.504262924915215","-447.224555208954"
"2589","cds-hrp","2","960","63",NA,NA,NA,"0.286308949351236","-589.338250159366"
"2590","2","960","64","260.462584691851","-510.925169383703","0.240180329648729","3996.99676240777","3741.48951960542","3"
"2591","cds-hnc","2","960","64",NA,NA,NA,"0.532463133200516","-374.959355977579"
"2592","cds-hrp","2","960","64",NA,NA,NA,"0.283083099687411","-499.991633828249"
"2593","2","960","65","282.073568409919","-554.147136819837","0.241533357728725","3974.60627810347","3741.48951960542","3"
"2594","cds-hnc","2","960","65",NA,NA,NA,"0.518408168412352","-409.713202337871"
"2595","cds-hrp","2","960","65",NA,NA,NA,"0.263167123987543","-550.962858308457"
"2596","2","960","66","274.746085473409","-543.492170946819","0.265373872601179","3617.53774246928","3741.48951960542","2"
"2597","cds-hnc","2","960","66",NA,NA,NA,"0.535727328821178","-364.295800530651"
"2598","cds-hrp","2","960","66",NA,NA,NA,"0.233034868118688","-559.513946944595"
"2599","2","960","67","251.926003688729","-493.852007377458","0.278094830892782","3452.05984921785","3741.48951960542","3"
"2600","cds-hnc","2","960","67",NA,NA,NA,"0.545667217328936","-344.475662869427"
"2601","cds-hrp","2","960","67",NA,NA,NA,NA,NA
"2602","2","960","68","288.783732800815","-567.56746560163","0.232014635734417","4137.67000931309","3741.48951960542","3"
"2603","cds-hnc","2","960","68",NA,NA,NA,"0.523237888125561","-397.494515935181"
"2604","cds-hrp","2","960","68",NA,NA,NA,"0.250248367215796","-559.94063470559"
"2605","2","960","69","272.240909130324","-534.481818260648","0.241490039840047","3975.31923319018","3741.48951960542","3"
"2606","cds-hnc","2","960","69",NA,NA,NA,"0.533854710231722","-371.649792560376"
"2607","cds-hrp","2","960","69",NA,NA,NA,"0.263870518397461","-528.241900512125"
"2608","2","960","70","240.649703766468","-471.299407532937","0.275863229013835","3479.98536605201","3741.48951960542","3"
"2609","cds-hnc","2","960","70",NA,NA,NA,"0.536925275879141","-364.428823807224"
"2610","cds-hrp","2","960","70",NA,NA,NA,"0.301111765972637","-472.155167724015"
"2611","2","960","71","261.353266258236","-516.706532516472","0.283160850005739","3390.29918853733","3741.48951960542","2"
"2612","cds-hnc","2","960","71",NA,NA,NA,"0.528868186177159","-383.617241204731"
"2613","cds-hrp","2","960","71",NA,NA,NA,"0.26041915464595","-530.323504999276"
"2614","2","960","72","263.413295524493","-520.826591048985","0.298474366340331","3216.35660633374","3741.48951960542","2"
"2615","cds-hnc","2","960","72",NA,NA,NA,"0.516537420462027","-414.525293567598"
"2616","cds-hrp","2","960","72",NA,NA,NA,"0.281514201402581","-530.310948535978"
"2617","2","960","73","253.690364987953","-501.380729975906","0.327185408385387","2934.11617815557","3741.48951960542","2"
"2618","cds-hnc","2","960","73",NA,NA,NA,"0.519741578733212","-406.310420831213"
"2619","cds-hrp","2","960","73",NA,NA,NA,"0.294489628671035","-508.605078393547"
"2620","2","960","74","239.825987085338","-473.651974170675","0.308788205892425","3108.92703050467","3741.48951960542","2"
"2621","cds-hnc","2","960","74",NA,NA,NA,"0.548344848590206","-338.539743416078"
"2622","cds-hrp","2","960","74",NA,NA,NA,"0.292308821680363","-478.19332712193"
"2623","2","960","75","250.656167400965","-491.312334801929","0.261107516651669","3676.64635744933","3741.48951960542","3"
"2624","cds-hnc","2","960","75",NA,NA,NA,"0.538551419713756","-360.649841817534"
"2625","cds-hrp","2","960","75",NA,NA,NA,"0.287932605037356","-487.950938260504"
"2626","2","960","76","257.074717623711","-504.149435247422","0.277707659409708","3456.87260495646","3741.48951960542","3"
"2627","cds-hnc","2","960","76",NA,NA,NA,"0.536363365674855","-365.741888279607"
"2628","cds-hrp","2","960","76",NA,NA,NA,"0.286855743658055","-507.520340392968"
"2629","2","960","77","279.62427061389","-549.24854122778","0.24170435752179","3971.79434348201","3741.48951960542","3"
"2630","cds-hnc","2","960","77",NA,NA,NA,"0.526693914030943","-388.929986284154"
"2631","cds-hrp","2","960","77",NA,NA,NA,"0.26020710552492","-545.59120609511"
"2632","2","960","78","258.392527294007","-510.785054588013","0.283840484814145","3382.18137073926","3741.48951960542","2"
"2633","cds-hnc","2","960","78",NA,NA,NA,"0.548661794771403","-337.842480574896"
"2634","cds-hrp","2","960","78",NA,NA,NA,"0.255416764460253","-522.956591283923"
"2635","2","960","79","281.160049109054","-552.320098218108","0.246966698495109","3887.16375871629","3741.48951960542","3"
"2636","cds-hnc","2","960","79",NA,NA,NA,"0.519699174477837","-406.418304692808"
"2637","cds-hrp","2","960","79",NA,NA,NA,"0.260999322285577","-554.133000596414"
"2638","2","960","80","247.183043722532","-488.366087445064","0.308690475783688","3109.91130375111","3741.48951960542","2"
"2639","cds-hnc","2","960","80",NA,NA,NA,"0.537961058146363","-362.018179143938"
"2640","cds-hrp","2","960","80",NA,NA,NA,"0.274348352184205","-503.019337361645"
"2641","2","960","81","249.082154698331","-488.164309396663","0.270817477668639","3544.82291270217","3741.48951960542","3"
"2642","cds-hnc","2","960","81",NA,NA,NA,"0.521672368992104","-401.423004606418"
"2643","cds-hrp","2","960","81",NA,NA,NA,"0.318646984335721","-483.280848449839"
"2644","2","960","82","278.288939872113","-546.577879744226","0.244341490337844","3928.92749681045","3741.48951960542","3"
"2645","cds-hnc","2","960","82",NA,NA,NA,"0.52008474906601","-405.438312640223"
"2646","cds-hrp","2","960","82",NA,NA,NA,"0.26737075141532","-544.421151022271"
"2647","2","960","83","275.728568099424","-541.457136198849","0.244863771548024","3920.54730649169","3741.48951960542","3"
"2648","cds-hnc","2","960","83",NA,NA,NA,"0.529652665157346","-381.714577790856"
"2649","cds-hrp","2","960","83",NA,NA,NA,"0.263426643296475","-532.704276551837"
"2650","2","960","84","273.006483915888","-536.012967831775","0.267255954930845","3592.0621497411","3741.48951960542","3"
"2651","cds-hnc","2","960","84",NA,NA,NA,"0.522721895293572","-398.785949770891"
"2652","cds-hrp","2","960","84",NA,NA,NA,"0.287650721685838","-533.176446240372"
"2653","2","960","85","264.134484948788","-522.268969897575","0.339506057543811","2827.63732389699","3741.48951960542","2"
"2654","cds-hnc","2","960","85",NA,NA,NA,"0.521383225071117","-402.151932834942"
"2655","cds-hrp","2","960","85",NA,NA,NA,"0.264110074264991","-540.202245078853"
