"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1783","2","120","195","48.3825901572439","-90.7651803144879","0.266094336181843","450.967885005995","467.686189950678","2"
"1784","cds-hnc","2","120","195",NA,NA,NA,"0.484149150057043","-59.3136194695082"
"1785","cds-hrp","2","120","195",NA,NA,NA,"0.222210020332871","-88.9472589439641"
"1786","2","120","196","28.8085385793376","-51.6170771586752","0.226202305753602","530.498571180409","467.686189950678","2"
"1787","cds-hnc","2","120","196",NA,NA,NA,"0.573353192303251","-32.0576372088258"
"1788","cds-hrp","2","120","196",NA,NA,NA,"0.154301375789608","-49.5765444369898"
"1789","2","120","197","28.057243410653","-50.1144868213059","0.402209927823294","298.35166090858","467.686189950678","2"
"1790","cds-hnc","2","120","197",NA,NA,NA,"0.524153066465788","-47.6515199154371"
"1791","cds-hrp","2","120","197",NA,NA,NA,"0.413152059800156","-52.0137575126662"
"1792","2","120","198","35.51802530912","-65.03605061824","0.316448692435318","379.208392603891","467.686189950678","2"
"1793","cds-hnc","2","120","198",NA,NA,NA,"0.503066540113903","-54.5647808074754"
"1794","cds-hrp","2","120","198",NA,NA,NA,"0.338256501477183","-66.1280955612741"
"1795","2","120","199","28.4807458793092","-50.9614917586184","0.28485340683368","421.269316501683","467.686189950678","2"
"1796","cds-hnc","2","120","199",NA,NA,NA,"0.549400864273914","-40.2776199879276"
"1797","cds-hrp","2","120","199",NA,NA,NA,NA,NA
"1798","2","120","200","19.9827725572783","-33.9655451145567","0.40169891879779","298.731199872625","467.686189950678","2"
"1799","cds-hnc","2","120","200",NA,NA,NA,"0.65467941788538","-18.1845243501602"
"1800","cds-hrp","2","120","200",NA,NA,NA,"0.400363378440859","-31.1538516307147"
"1801","2","480","1","151.179422612745","-292.358845225489","0.253665884011347","1892.25288166275","1870.74475980271","3"
"1802","cds-hnc","2","480","1",NA,NA,NA,"0.498840071188904","-230.154342764674"
"1803","cds-hrp","2","480","1",NA,NA,NA,"0.281832126125435","-294.381858650576"
"1804","2","480","2","139.920435310388","-269.840870620775","0.22008794294295","2180.94636889956","1870.74475980271","3"
"1805","cds-hnc","2","480","2",NA,NA,NA,"0.528651782142182","-191.071712252337"
"1806","cds-hrp","2","480","2",NA,NA,NA,"0.250592879292426","-270.70792277469"
"1807","2","480","3","124.538271458287","-239.076542916573","0.255452644575928","1879.01754079249","1870.74475980271","3"
"1808","cds-hnc","2","480","3",NA,NA,NA,"0.54844198173713","-168.16286359435"
"1809","cds-hrp","2","480","3",NA,NA,NA,"0.268122283175586","-240.004389699458"
"1810","2","480","4","141.903818690746","-273.807637381493","0.232618674774454","2063.46287745558","1870.74475980271","3"
"1811","cds-hnc","2","480","4",NA,NA,NA,"0.54037450589854","-175.021632335842"
"1812","cds-hrp","2","480","4",NA,NA,NA,"0.250242085235939","-273.815221763453"
"1813","2","480","5","123.371469511988","-236.742939023976","0.229265996540486","2093.63798924817","1870.74475980271","3"
"1814","cds-hnc","2","480","5",NA,NA,NA,"0.560687491629966","-146.397683057409"
"1815","cds-hrp","2","480","5",NA,NA,NA,"0.145401057148174","-211.364233375603"
"1816","2","480","6","126.599749063911","-243.199498127821","0.288396515033153","1664.37517438386","1870.74475980271","3"
"1817","cds-hnc","2","480","6",NA,NA,NA,"0.535818812482316","-182.508980310102"
"1818","cds-hrp","2","480","6",NA,NA,NA,"0.307932254882536","-247.059188022926"
"1819","2","480","7","140.198555490997","-274.397110981995","0.289603118631484","1657.44071496272","1870.74475980271","2"
"1820","cds-hnc","2","480","7",NA,NA,NA,"0.53259307268133","-186.324671617413"
"1821","cds-hrp","2","480","7",NA,NA,NA,"0.275057500358424","-277.770054794003"
"1822","2","480","8","130.495782601156","-254.991565202312","0.253040165553009","1896.93205009956","1870.74475980271","2"
"1823","cds-hnc","2","480","8",NA,NA,NA,"0.53539254741772","-183.009649248489"
"1824","cds-hrp","2","480","8",NA,NA,NA,"0.218631545946926","-255.188352174484"
"1825","2","480","9","116.534400374443","-227.068800748886","0.369862138686279","1297.78084803414","1870.74475980271","2"
"1826","cds-hnc","2","480","9",NA,NA,NA,"0.543646979809747","-173.504035321357"
"1827","cds-hrp","2","480","9",NA,NA,NA,"0.338384559011643","-229.659421417256"
"1828","2","480","10","137.489856876059","-268.979713752117","0.320314428870373","1498.52756147382","1870.74475980271","2"
"1829","cds-hnc","2","480","10",NA,NA,NA,"0.52284476499173","-198.239064154678"
"1830","cds-hrp","2","480","10",NA,NA,NA,"0.272188224966212","-275.385984715591"
"1831","2","480","11","131.862691173823","-257.725382347646","0.294730295356671","1628.6076035011","1870.74475980271","2"
"1832","cds-hnc","2","480","11",NA,NA,NA,"0.532405360817418","-186.548630946405"
"1833","cds-hrp","2","480","11",NA,NA,NA,"0.27330545929479","-262.710064580493"
"1834","2","480","12","136.889877127531","-267.779754255063","0.22814166690072","2103.95587321136","1870.74475980271","2"
"1835","cds-hnc","2","480","12",NA,NA,NA,"0.526843463550663","-193.281355749513"
"1836","cds-hrp","2","480","12",NA,NA,NA,"0.279732742819413","-264.5933682354"
"1837","2","480","13","153.786077395935","-301.572154791869","0.307653905107641","1560.19472540763","1870.74475980271","2"
"1838","cds-hnc","2","480","13",NA,NA,NA,"0.501049927042154","-227.056851134927"
"1839","cds-hrp","2","480","13",NA,NA,NA,"0.267342205997116","-309.798157893976"
"1840","2","480","14","139.824097490285","-269.648194980571","0.27267384835405","1760.34483283762","1870.74475980271","3"
"1841","cds-hnc","2","480","14",NA,NA,NA,"0.525039475736329","-195.505731337672"
"1842","cds-hrp","2","480","14",NA,NA,NA,"0.272958067642367","-272.62430664288"
"1843","2","480","15","123.415264468687","-240.830528937374","0.268541886235216","1787.43065645844","1870.74475980271","2"
"1844","cds-hnc","2","480","15",NA,NA,NA,"0.5444279145612","-172.625312734615"
"1845","cds-hrp","2","480","15",NA,NA,NA,"0.289998630969005","-243.078980865547"
"1846","2","480","16","101.857365038512","-197.714730077024","0.349359890824135","1373.94134990049","1870.74475980271","2"
"1847","cds-hnc","2","480","16",NA,NA,NA,"0.56455721960376","-151.146497702637"
"1848","cds-hrp","2","480","16",NA,NA,NA,"0.327877835785988","-201.797553977228"
"1849","2","480","17","141.285034557985","-272.570069115969","0.29890393540276","1605.8671136371","1870.74475980271","3"
"1850","cds-hnc","2","480","17",NA,NA,NA,"0.506310504613326","-219.815856887322"
"1851","cds-hrp","2","480","17",NA,NA,NA,"0.305345274787628","-277.508208530821"
"1852","2","480","18","140.8865347228","-275.773069445601","0.255385617433214","1879.51069768259","1870.74475980271","2"
"1853","cds-hnc","2","480","18",NA,NA,NA,"0.522339076390763","-198.873112190965"
"1854","cds-hrp","2","480","18",NA,NA,NA,"0.237041993833193","-284.777346771464"
"1855","2","480","19","148.334690407733","-286.669380815467","0.212737265145627","2256.30427124003","1870.74475980271","3"
"1856","cds-hnc","2","480","19",NA,NA,NA,"0.521790900308715","-199.562349951039"
"1857","cds-hrp","2","480","19",NA,NA,NA,"0.249321196991156","-278.24888283895"
"1858","2","480","20","117.641201824141","-229.282403648281","0.303475866920547","1581.6743679512","1870.74475980271","2"
"1859","cds-hnc","2","480","20",NA,NA,NA,"0.566680301739914","-130.972565295561"
"1860","cds-hrp","2","480","20",NA,NA,NA,"0.264800169329275","-230.051622453476"
"1861","2","480","21","137.630530151591","-269.261060303182","0.303692702311524","1580.54505869431","1870.74475980271","2"
"1862","cds-hnc","2","480","21",NA,NA,NA,"0.51771849605453","-204.741015614389"
"1863","cds-hrp","2","480","21",NA,NA,NA,"0.297012884360036","-273.182939535581"
"1864","2","480","22","131.43307564734","-256.866151294679","0.339254008336996","1414.86906036257","1870.74475980271","2"
"1865","cds-hnc","2","480","22",NA,NA,NA,"0.522381069835623","-198.820397840839"
"1866","cds-hrp","2","480","22",NA,NA,NA,"0.306310514024584","-262.607784731012"
"1867","2","480","23","105.624386415455","-205.248772830911","0.412153225820273","1164.61541467908","1870.74475980271","2"
"1868","cds-hnc","2","480","23",NA,NA,NA,"0.552864397516088","-163.351680050666"
"1869","cds-hrp","2","480","23",NA,NA,NA,"0.358700592087497","-208.441074173909"
"1870","2","480","24","157.774130556988","-305.548261113976","0.260669092728717","1841.41508674964","1870.74475980271","3"
"1871","cds-hnc","2","480","24",NA,NA,NA,"0.498145953277902","-231.134014132323"
"1872","cds-hrp","2","480","24",NA,NA,NA,"0.265129162780237","-310.591746358412"
"1873","2","480","25","134.315943064493","-258.631886128986","0.280595997204152","1710.64450235464","1870.74475980271","3"
"1874","cds-hnc","2","480","25",NA,NA,NA,"0.529180384762455","-190.429460255058"
"1875","cds-hrp","2","480","25",NA,NA,NA,NA,NA
"1876","2","480","26","123.46941076016","-240.938821520319","0.342588010851495","1401.09981901285","1870.74475980271","2"
"1877","cds-hnc","2","480","26",NA,NA,NA,"0.523244829306598","-197.738584842711"
"1878","cds-hrp","2","480","26",NA,NA,NA,"0.366721796800203","-243.326965783505"
"1879","2","480","27","133.690324776629","-257.380649553257","0.243941624873332","1967.68386801245","1870.74475980271","3"
"1880","cds-hnc","2","480","27",NA,NA,NA,"0.53426162283463","-184.343208934182"
"1881","cds-hrp","2","480","27",NA,NA,NA,"0.255904004863587","-258.077220347302"
"1882","2","480","28","158.698566238657","-307.397132477313","0.268587932462386","1787.1242225941","1870.74475980271","3"
"1883","cds-hnc","2","480","28",NA,NA,NA,"0.483732093279036","-252.238621695785"
"1884","cds-hrp","2","480","28",NA,NA,NA,"0.298530337897442","-308.042040887365"
"1885","2","480","29","154.783122479336","-299.566244958672","0.213567343060095","2247.53463297493","1870.74475980271","3"
"1886","cds-hnc","2","480","29",NA,NA,NA,"0.518249056799484","-201.812489326691"
"1887","cds-hrp","2","480","29",NA,NA,NA,"0.235261562000224","-299.915822736204"
"1888","2","480","30","157.697634953064","-305.395269906128","0.256002198239835","1874.98389974883","1870.74475980271","3"
"1889","cds-hnc","2","480","30",NA,NA,NA,"0.507744378198974","-217.874280627785"
"1890","cds-hrp","2","480","30",NA,NA,NA,"0.262954073145875","-307.826307420746"
"1891","2","480","31","131.66249375784","-253.324987515679","0.270110403719976","1777.05113682928","1870.74475980271","3"
"1892","cds-hnc","2","480","31",NA,NA,NA,"0.522662801674485","-198.467031007087"
"1893","cds-hrp","2","480","31",NA,NA,NA,"0.285860109424032","-255.216374277605"
"1894","2","480","32","151.194200772175","-292.388401544349","0.216842193878802","2213.59132839379","1870.74475980271","3"
"1895","cds-hnc","2","480","32",NA,NA,NA,"0.531450976023755","-185.494281781728"
"1896","cds-hrp","2","480","32",NA,NA,NA,"0.236967366829562","-287.375011300873"
"1897","2","480","33","130.529643002533","-251.059286005066","0.248509830814029","1931.51312536688","1870.74475980271","3"
"1898","cds-hnc","2","480","33",NA,NA,NA,"0.533199461425645","-185.602632843233"
"1899","cds-hrp","2","480","33",NA,NA,NA,"0.283468436314736","-245.434281614314"
"1900","2","480","34","154.967678314631","-303.935356629261","0.228859688229384","2097.35495016012","1870.74475980271","2"
"1901","cds-hnc","2","480","34",NA,NA,NA,"0.507113153672702","-218.727451801903"
"1902","cds-hrp","2","480","34",NA,NA,NA,"0.228873018820833","-306.060278305158"
"1903","2","480","35","133.643765425211","-257.287530850422","0.246040258189016","1950.90024507798","1870.74475980271","3"
"1904","cds-hnc","2","480","35",NA,NA,NA,"0.546187969704653","-170.657528009485"
"1905","cds-hrp","2","480","35",NA,NA,NA,"0.136771111178995","-222.678495877743"
"1906","2","480","36","161.027406322285","-312.05481264457","0.241504965790377","1987.53677146595","1870.74475980271","3"
"1907","cds-hnc","2","480","36",NA,NA,NA,"0.494780312770102","-235.93196382306"
"1908","cds-hrp","2","480","36",NA,NA,NA,"0.282911455051697","-307.3221728762"
"1909","2","480","37","133.133201774352","-256.266403548704","0.273207733690038","1756.90487789988","1870.74475980271","3"
"1910","cds-hnc","2","480","37",NA,NA,NA,"0.534403515207039","-184.175474846834"
"1911","cds-hrp","2","480","37",NA,NA,NA,"0.267963074076403","-256.80059161855"
"1912","2","480","38","176.762403528076","-347.524807056151","0.208842537098811","2298.38234426779","1870.74475980271","2"
"1913","cds-hnc","2","480","38",NA,NA,NA,"0.490570273591286","-239.835622278596"
"1914","cds-hrp","2","480","38",NA,NA,NA,"0.195617150727775","-349.951089833337"
"1915","2","480","39","157.774304915209","-305.548609830417","0.219645210241082","2185.34244144524","1870.74475980271","3"
"1916","cds-hnc","2","480","39",NA,NA,NA,"0.512182936427426","-209.774396483396"
"1917","cds-hrp","2","480","39",NA,NA,NA,"0.2635944005317","-300.915735087958"
"1918","2","480","40","134.984281635503","-259.968563271006","0.270623486594221","1773.68197432074","1870.74475980271","3"
"1919","cds-hnc","2","480","40",NA,NA,NA,"0.521659174622985","-199.728113578421"
"1920","cds-hrp","2","480","40",NA,NA,NA,"0.294633878576051","-261.590130561881"
"1921","2","480","41","137.953480396787","-269.906960793575","0.266904601565123","1798.39537117491","1870.74475980271","2"
"1922","cds-hnc","2","480","41",NA,NA,NA,"0.50726274248351","-218.525056217914"
"1923","cds-hrp","2","480","41",NA,NA,NA,"0.286314621239102","-273.229269646893"
"1924","2","480","42","115.393140853343","-224.786281706685","0.361941310312981","1326.18185966374","1870.74475980271","2"
"1925","cds-hnc","2","480","42",NA,NA,NA,"0.533098999989509","-185.721997476865"
"1926","cds-hrp","2","480","42",NA,NA,NA,"0.351413481548216","-228.512218913339"
"1927","2","480","43","117.496806275769","-224.993612551537","0.257591779862077","1863.41349967382","1870.74475980271","3"
"1928","cds-hnc","2","480","43",NA,NA,NA,"0.539020408099999","-178.782868788174"
"1929","cds-hrp","2","480","43",NA,NA,NA,"0.304140758090991","-227.793492186956"
"1930","2","480","44","141.469027083303","-272.938054166606","0.234278289148923","2048.84542116013","1870.74475980271","3"
"1931","cds-hnc","2","480","44",NA,NA,NA,"0.533578323611221","-185.152636190734"
"1932","cds-hrp","2","480","44",NA,NA,NA,"0.144144419914888","-255.063343155112"
"1933","2","480","45","126.355772843761","-242.711545687521","0.264049699419435","1817.83960010322","1870.74475980271","3"
"1934","cds-hnc","2","480","45",NA,NA,NA,"0.550011863616142","-166.442531369378"
"1935","cds-hrp","2","480","45",NA,NA,NA,"0.269638517497458","-243.613605545756"
"1936","2","480","46","123.163978777502","-240.327957555004","0.367994019548788","1304.3690236829","1870.74475980271","2"
"1937","cds-hnc","2","480","46",NA,NA,NA,"0.515455350409249","-207.664559289986"
"1938","cds-hrp","2","480","46",NA,NA,NA,"0.363361012095085","-241.106596467546"
"1939","2","480","47","184.868648616881","-359.737297233762","0.189403162089536","2534.27659129096","1870.74475980271","3"
"1940","cds-hnc","2","480","47",NA,NA,NA,NA,NA
"1941","cds-hrp","2","480","47",NA,NA,NA,"0.243620702534021","-360.008818998487"
"1942","2","480","48","170.298531414864","-330.597062829729","0.216838546745129","2213.62856007419","1870.74475980271","3"
"1943","cds-hnc","2","480","48",NA,NA,NA,"0.473404618154445","-268.276570656771"
"1944","cds-hrp","2","480","48",NA,NA,NA,"0.246375068021637","-327.695363336481"
"1945","2","480","49","142.64228779196","-279.284575583921","0.298294446282975","1609.14829619272","1870.74475980271","2"
"1946","cds-hnc","2","480","49",NA,NA,NA,"0.502335956639479","-225.269518237237"
"1947","cds-hrp","2","480","49",NA,NA,NA,"0.299021770284765","-280.646752751431"
"1948","2","480","50","114.39514771973","-222.79029543946","0.349408365996222","1373.75073613776","1870.74475980271","2"
"1949","cds-hnc","2","480","50",NA,NA,NA,"0.550796769599106","-165.587531080059"
"1950","cds-hrp","2","480","50",NA,NA,NA,"0.294350857711434","-228.65732655351"
"1951","2","480","51","144.265555848965","-282.53111169793","0.256927169129654","1868.23371629404","1870.74475980271","2"
"1952","cds-hnc","2","480","51",NA,NA,NA,"0.503383200570615","-223.822298280849"
"1953","cds-hrp","2","480","51",NA,NA,NA,"0.250662425641475","-290.498896275745"
"1954","2","480","52","141.964582965826","-277.929165931651","0.315874439312727","1519.59114211449","1870.74475980271","2"
"1955","cds-hnc","2","480","52",NA,NA,NA,"0.503994832701963","-222.980476402244"
"1956","cds-hrp","2","480","52",NA,NA,NA,"0.305787948901408","-281.930517691947"
"1957","2","480","53","125.631726396306","-241.263452792612","0.29459084776826","1629.37852155404","1870.74475980271","3"
"1958","cds-hnc","2","480","53",NA,NA,NA,"0.538078012345749","-179.873390016973"
"1959","cds-hrp","2","480","53",NA,NA,NA,"0.306078299800969","-245.243303228956"
"1960","2","480","54","133.698631536328","-257.397263072656","0.140177239154517","3424.23636601159","1870.74475980271","3"
"1961","cds-hnc","2","480","54",NA,NA,NA,"0.527731457518953","-192.193784161047"
