"","","","","","","","1","","",""
"3752","cds-hnc","1","480","151","ll","-87.148724890535","0.641617574330201","748.109184043288","950.955172247085","mt"
"3753","cds-hnc","1","480","151","ll","-84.9714234887952","0.606678869953214","791.1928761208","950.955172247085","mt"
"3754","cds-hnc-w","1","480","151","ll","-87.148724890535","0.641617574330201","748.109184043288","950.955172247085","mt"
"3755","cds-hnc-w","1","480","151","ll","-84.9714234887952","0.606678869953214","791.1928761208","950.955172247085","mt"
"3756","mmds-MS","1","480","152","35.8038233202389","-65.6076466404779","0.448103223271564","1071.18176141551","950.955172247085","2"
"3757","cds-hnc","1","480","152","ll","-63.6256294956146","0.68092742204036","704.920942325553","950.955172247085","mt"
"3758","cds-hnc","1","480","152","ll","-61.337793840962","0.653301904103573","734.729222408484","950.955172247085","mt"
"3759","cds-hnc-w","1","480","152","ll","-63.6256294956146","0.68092742204036","704.920942325553","950.955172247085","mt"
"3760","cds-hnc-w","1","480","152","ll","-61.337793840962","0.653301904103573","734.729222408484","950.955172247085","mt"
"3761","mmds-MS","1","480","153","52.6731575504613","-99.3463151009227","0.463866952570035","1034.77947144236","950.955172247085","2"
"3762","cds-hnc","1","480","153","ll","-89.9961933637411","0.637404618354049","753.053847083018","950.955172247085","mt"
"3763","cds-hnc","1","480","153","ll","-99.9944284793948","0.495296643929244","969.116197097776","950.955172247085","mt"
"3764","cds-hnc-w","1","480","153","ll","-89.9961933637411","0.637404618354049","753.053847083018","950.955172247085","mt"
"3765","cds-hnc-w","1","480","153","ll","-99.9944284793948","0.495296643929244","969.116197097776","950.955172247085","mt"
"3766","mmds-MS","1","480","154","52.0370304244243","-98.0740608488485","0.471002105411076","1019.10372477225","950.955172247085","2"
"3767","cds-hnc","1","480","154","ll","-97.5105793392366","0.626739427894848","765.86852308346","950.955172247085","mt"
"3768","cds-hnc","1","480","154","ll","-96.7400163822257","0.606381960985966","791.580275936192","950.955172247085","mt"
"3769","cds-hnc-w","1","480","154","ll","-97.5105793392366","0.626739427894848","765.86852308346","950.955172247085","mt"
"3770","cds-hnc-w","1","480","154","ll","-96.7400163822257","0.606381960985966","791.580275936192","950.955172247085","mt"
"3771","mmds-MS","1","480","155","36.3291297080583","-66.6582594161167","0.476713512182685","1006.8940521578","950.955172247085","2"
"3772","cds-hnc","1","480","155","ll","-60.4522380929963","0.686989759710394","698.700371024959","950.955172247085","mt"
"3773","cds-hnc","1","480","155","ll","-63.3616745211805","0.579202612474549","828.725543811479","950.955172247085","mt"
"3774","cds-hnc-w","1","480","155","ll","-60.4522380929963","0.686989759710394","698.700371024959","950.955172247085","mt"
"3775","cds-hrp-w","1","480","155",NA,NA,NA,NA,NA,NA
"3776","mmds-MS","1","480","156","66.9760067115576","-131.952013423115","0.584521659710388","821.184282953389","950.955172247085","1"
"3777","cds-hnc","1","480","156","ll","-131.952013423115","0.584521661184055","821.184280883061","950.955172247085","mt"
"3778","cds-hnc","1","480","156","ll","-130.538010724856","0.573982924505489","836.261811121891","950.955172247085","mt"
"3779","cds-hnc-w","1","480","156","ll","-131.952013423115","0.584521661184055","821.184280883061","950.955172247085","mt"
"3780","cds-hnc-w","1","480","156","ll","-130.538010724856","0.573982924505489","836.261811121891","950.955172247085","mt"
"3781","mmds-MS","1","480","157","69.4609029163733","-132.921805832747","0.467250136508427","1027.2870192973","950.955172247085","2"
"3782","cds-hnc","1","480","157","ll","-127.819640308804","0.58910924457685","814.789454449621","950.955172247085","mt"
"3783","cds-hnc","1","480","157","ll","-132.902051130669","0.499348447570803","961.252612950079","950.955172247085","mt"
"3784","cds-hnc-w","1","480","157","ll","-127.819640308804","0.58910924457685","814.789454449621","950.955172247085","mt"
"3785","cds-hnc-w","1","480","157","ll","-132.902051130669","0.499348447570803","961.252612950079","950.955172247085","mt"
"3786","mmds-MS","1","480","158","26.6424593506483","-51.2849187012967","0.705847203340437","680.033862468237","950.955172247085","1"
"3787","cds-hnc","1","480","158","ll","-51.2849187012965","0.705847206538022","680.033859387589","950.955172247085","mt"
"3788","cds-hnc","1","480","158","ll","-50.2401999700129","0.663049496412915","723.927855456931","950.955172247085","mt"
"3789","cds-hnc-w","1","480","158","ll","-51.2849187012965","0.705847206538022","680.033859387589","950.955172247085","mt"
"3790","cds-hnc-w","1","480","158","ll","-50.2401999700129","0.663049496412915","723.927855456931","950.955172247085","mt"
"3791","mmds-MS","1","480","159","50.6256759671746","-95.2513519343492","0.472925979810495","1014.95798600944","950.955172247085","2"
"3792","cds-hnc","1","480","159","ll","-92.9286213296282","0.633167030727102","758.093799433601","950.955172247085","mt"
"3793","cds-hnc","1","480","159","ll","-94.5973148064337","0.555629145705749","863.885567756375","950.955172247085","mt"
"3794","cds-hnc-w","1","480","159","ll","-92.9286213296282","0.633167030727102","758.093799433601","950.955172247085","mt"
"3795","cds-hnc-w","1","480","159","ll","-94.5973148064337","0.555629145705749","863.885567756375","950.955172247085","mt"
"3796","mmds-MS","1","480","160","52.6014074902153","-99.2028149804306","0.558383018752318","859.62499553181","950.955172247085","2"
"3797","cds-hnc","1","480","160","ll","-94.7334886556038","0.630607737389403","761.170489260264","950.955172247085","mt"
"3798","cds-hnc","1","480","160","ll","-100.478865531921","0.534706315713939","897.68904143035","950.955172247085","mt"
"3799","cds-hnc-w","1","480","160","ll","-94.7334886556038","0.630607737389403","761.170489260264","950.955172247085","mt"
"3800","cds-hnc-w","1","480","160","ll","-100.478865531921","0.534706315713939","897.68904143035","950.955172247085","mt"
"3801","mmds-MS","1","480","161","42.3826548255778","-78.7653096511556","0.518328869227105","926.052991637803","950.955172247085","2"
"3802","cds-hnc","1","480","161","ll","-73.4904983999783","0.663349740568549","723.600192544882","950.955172247085","mt"
"3803","cds-hnc","1","480","161","ll","-77.9486715120059","0.550534533865595","871.87991029312","950.955172247085","mt"
"3804","cds-hnc-w","1","480","161","ll","-73.4904983999783","0.663349740568549","723.600192544882","950.955172247085","mt"
"3805","cds-hnc-w","1","480","161","ll","-77.9486715120059","0.550534533865595","871.87991029312","950.955172247085","mt"
"3806","mmds-MS","1","480","162","57.4799589304879","-108.959917860976","0.486774103776611","986.083680861298","950.955172247085","2"
"3807","cds-hnc","1","480","162","ll","-102.168886278339","0.620430628440763","773.656196191206","950.955172247085","mt"
"3808","cds-hnc","1","480","162","ll","-108.30970787506","0.511622242165832","938.192205968281","950.955172247085","mt"
"3809","cds-hnc-w","1","480","162","ll","-102.168886278339","0.620430628440763","773.656196191206","950.955172247085","mt"
"3810","cds-hnc-w","1","480","162","ll","-108.30970787506","0.511622242165832","938.192205968281","950.955172247085","mt"
"3811","mmds-MS","1","480","163","43.437746047914","-80.8754920958281","0.507060631580632","946.632355392535","950.955172247085","2"
"3812","cds-hnc","1","480","163","ll","-75.7714512781188","0.659528107975757","727.793090537461","950.955172247085","mt"
"3813","cds-hnc","1","480","163","ll","-80.5610009639599","0.543468930164018","883.215163477951","950.955172247085","mt"
"3814","cds-hnc-w","1","480","163","ll","-75.7714512781188","0.659528107975757","727.793090537461","950.955172247085","mt"
"3815","cds-hnc-w","1","480","163","ll","-80.5610009639599","0.543468930164018","883.215163477951","950.955172247085","mt"
"3816","mmds-MS","1","480","164","63.8118329260832","-121.623665852166","0.401891954168991","1194.35085729078","950.955172247085","2"
"3817","cds-hnc","1","480","164","ll","-108.013933237296","0.612811535307335","783.275072913358","950.955172247085","mt"
"3818","cds-hnc","1","480","164","ll","-117.490376171463","0.456295203129368","1051.95057214728","950.955172247085","mt"
"3819","cds-hnc-w","1","480","164","ll","-108.013933237296","0.612811535307335","783.275072913358","950.955172247085","mt"
"3820","cds-hnc-w","1","480","164","ll","-117.490376171463","0.456295203129368","1051.95057214728","950.955172247085","mt"
"3821","mmds-MS","1","480","165","37.1803054804022","-68.3606109608045","0.566960907671537","846.619217489477","950.955172247085","2"
"3822","cds-hnc","1","480","165","ll","-62.12965088104","0.683758232639448","702.002516513915","950.955172247085","mt"
"3823","cds-hrp","1","480","165",NA,NA,NA,NA,NA,NA
"3824","cds-hnc-w","1","480","165","ll","-62.12965088104","0.683758232639448","702.002516513915","950.955172247085","mt"
"3825","cds-hnc-w","1","480","165","ll","-70.7307541939877","0.564336606013335","850.556201538798","950.955172247085","mt"
"3826","mmds-MS","1","480","166","49.7911126956408","-93.5822253912816","0.506451744878263","947.770453659665","950.955172247085","2"
"3827","cds-hnc","1","480","166","ll","-92.1296825705381","0.634311654664713","756.725808945952","950.955172247085","mt"
"3828","cds-hnc","1","480","166","ll","-90.0161622131848","0.576437721598559","832.70053644109","950.955172247085","mt"
"3829","cds-hnc-w","1","480","166","ll","-92.1296825705381","0.634311654664713","756.725808945952","950.955172247085","mt"
"3830","cds-hnc-w","1","480","166","ll","-90.0161619377851","0.576437530644594","832.700812286191","950.955172247085","mt"
"3831","mmds-MS","1","480","167","45.2612477129847","-84.5224954259693","0.556812547947739","862.049538519114","950.955172247085","2"
"3832","cds-hnc","1","480","167","ll","-79.3304885534895","0.653727092744485","734.251349419921","950.955172247085","mt"
"3833","cds-hnc","1","480","167","ll","-86.5015121689364","0.566070115665808","847.95149349198","950.955172247085","mt"
"3834","cds-hnc-w","1","480","167","ll","-79.3304885534895","0.653727092744485","734.251349419921","950.955172247085","mt"
"3835","cds-hnc-w","1","480","167","ll","-86.5015121689364","0.566070115665808","847.95149349198","950.955172247085","mt"
"3836","mmds-MS","1","480","168","46.918947277922","-91.8378945558439","0.634731521800532","756.225244081769","950.955172247085","1"
"3837","cds-hnc","1","480","168","ll","-91.8378945558435","0.63473151715998","756.225249610568","950.955172247085","mt"
"3838","cds-hnc","1","480","168","ll","-91.574430874075","0.661888337745187","725.197850796382","950.955172247085","mt"
"3839","cds-hnc-w","1","480","168","ll","-91.8378945558435","0.63473151715998","756.225249610568","950.955172247085","mt"
"3840","cds-hnc-w","1","480","168","ll","-91.574430874075","0.661888337745187","725.197850796382","950.955172247085","mt"
"3841","mmds-MS","1","480","169","33.4428508338314","-60.8857016676628","0.568071027340463","844.964761267997","950.955172247085","2"
"3842","cds-hnc","1","480","169","ll","-59.280606854247","0.689284241657828","696.374544767672","950.955172247085","mt"
"3843","cds-hnc","1","480","169","ll","-61.7996854031664","0.59782112920072","802.915749467997","950.955172247085","mt"
"3844","cds-hnc-w","1","480","169","ll","-59.280606854247","0.689284241657828","696.374544767672","950.955172247085","mt"
"3845","cds-hnc-w","1","480","169","ll","-61.7996854031664","0.59782112920072","802.915749467997","950.955172247085","mt"
"3846","mmds-MS","1","480","170","81.2795423670797","-156.559084734159","0.403165690092792","1190.57750149702","950.955172247085","2"
"3847","cds-hnc","1","480","170","ll","-134.933856930224","0.581279300943855","825.764824621481","950.955172247085","mt"
"3848","cds-hnc","1","480","170","ll","-159.061559491052","0.393118680739461","1221.00531853921","950.955172247085","mt"
"3849","cds-hnc-w","1","480","170","ll","-134.933856930224","0.581279300943855","825.764824621481","950.955172247085","mt"
"3850","cds-hnc-w","1","480","170","ll","-159.061559491052","0.393118680739461","1221.00531853921","950.955172247085","mt"
"3851","mmds-MS","1","480","171","67.7766551559531","-129.553310311906","0.5328223033067","900.863190262712","950.955172247085","2"
"3852","cds-hnc","1","480","171","ll","-126.186642902906","0.59095343846407","812.246733427179","950.955172247085","mt"
"3853","cds-hnc","1","480","171","ll","-129.059079976762","0.546224510000676","878.759541565437","950.955172247085","mt"
"3854","cds-hnc-w","1","480","171","ll","-126.186642902906","0.59095343846407","812.246733427179","950.955172247085","mt"
"3855","cds-hnc-w","1","480","171","ll","-129.059079976762","0.546224510000676","878.759541565437","950.955172247085","mt"
"3856","mmds-MS","1","480","172","42.1241510021675","-78.2483020043351","0.517549189386685","927.44807613131","950.955172247085","2"
"3857","cds-hnc","1","480","172","ll","-73.3480264300165","0.663591341551439","723.336743480991","950.955172247085","mt"
"3858","cds-hnc","1","480","172","ll","-79.8790941393812","0.544932961455773","880.842294284591","950.955172247085","mt"
"3859","cds-hnc-w","1","480","172","ll","-73.3480264300165","0.663591341551439","723.336743480991","950.955172247085","mt"
"3860","cds-hnc-w","1","480","172","ll","-79.8790941393812","0.544932961455773","880.842294284591","950.955172247085","mt"
"3861","mmds-MS","1","480","173","47.9874377635967","-89.9748755271934","0.484240324701237","991.24334656794","950.955172247085","2"
"3862","cds-hnc","1","480","173","ll","-84.708770519202","0.645308657621857","743.830094840094","950.955172247085","mt"
"3863","cds-hnc","1","480","173","ll","-86.9370225305501","0.52823641484839","908.684040909534","950.955172247085","mt"
"3864","cds-hnc-w","1","480","173","ll","-84.708770519202","0.645308657621857","743.830094840094","950.955172247085","mt"
"3865","cds-hnc-w","1","480","173","ll","-86.9370225305501","0.52823641484839","908.684040909534","950.955172247085","mt"
"3866","mmds-MS","1","480","174","44.4339709129135","-82.867941825827","0.582878231409257","823.499616445578","950.955172247085","2"
"3867","cds-hnc","1","480","174","ll","-79.2584099082822","0.653842690817636","734.121535257595","950.955172247085","mt"
"3868","cds-hnc","1","480","174","ll","-84.2706874358093","0.591173202975183","811.944786374476","950.955172247085","mt"
"3869","cds-hnc-w","1","480","174","ll","-79.2584099082822","0.653842690817636","734.121535257595","950.955172247085","mt"
"3870","cds-hnc-w","1","480","174","ll","-84.2706874358093","0.591173202975183","811.944786374476","950.955172247085","mt"
"3871","mmds-MS","1","480","175","42.5477564753382","-83.0955129506763","0.647791987558319","740.978599950323","950.955172247085","1"
"3872","cds-hnc","1","480","175","ll","-83.095512950676","0.647791985659507","740.978602122284","950.955172247085","mt"
"3873","cds-hnc","1","480","175","ll","-79.068047553458","0.635284758258023","755.566686844778","950.955172247085","mt"
"3874","cds-hnc-w","1","480","175","ll","-83.095512950676","0.647791985659507","740.978602122284","950.955172247085","mt"
"3875","cds-hnc-w","1","480","175","ll","-79.0680475772223","0.635284673722577","755.566787385794","950.955172247085","mt"
"3876","mmds-MS","1","480","176","46.9187271060715","-91.837454212143","0.634732156578642","756.224487801776","950.955172247085","1"
"3877","cds-hnc","1","480","176","ll","-91.8374542121319","0.634732069406356","756.224591659482","950.955172247085","mt"
"3878","cds-hnc","1","480","176","ll","-88.1402815254666","0.694810413162498","690.835932949295","950.955172247085","mt"
"3879","cds-hnc-w","1","480","176","ll","-91.8374542121319","0.634732069406356","756.224591659482","950.955172247085","mt"
"3880","cds-hnc-w","1","480","176","ll","-88.1402815259209","0.694810038414695","690.836305553653","950.955172247085","mt"
"3881","mmds-MS","1","480","177","54.455594671561","-102.911189343122","0.480374096068083","999.221240131087","950.955172247085","2"
"3882","cds-hnc","1","480","177","ll","-95.5064477180638","0.629522706050882","762.482425790696","950.955172247085","mt"
"3883","cds-hnc","1","480","177","ll","-102.167278535556","0.495565250422242","968.590916314289","950.955172247085","mt"
"3884","cds-hnc-w","1","480","177","ll","-95.5064477180638","0.629522706050882","762.482425790696","950.955172247085","mt"
"3885","cds-hnc-w","1","480","177","ll","-102.167278535556","0.495565250422242","968.590916314289","950.955172247085","mt"
"3886","mmds-MS","1","480","178","54.9755507951198","-107.95110159024","0.612891776240801","783.172525081183","950.955172247085","1"
"3887","cds-hnc","1","480","178","ll","-107.951101590239","0.612891774857725","783.172526848522","950.955172247085","mt"
"3888","cds-hnc","1","480","178","ll","-103.931652909952","0.598135109490817","802.494273256449","950.955172247085","mt"
"3889","cds-hnc-w","1","480","178","ll","-107.951101590239","0.612891774857725","783.172526848522","950.955172247085","mt"
"3890","cds-hnc-w","1","480","178","ll","-103.931652939411","0.59813499808642","802.49442272336","950.955172247085","mt"
"3891","mmds-MS","1","480","179","41.8151531276934","-77.6303062553869","0.509510686043062","942.08033933057","950.955172247085","2"
"3892","cds-hnc","1","480","179","ll","-74.3532047542495","0.661894400984562","725.191207669992","950.955172247085","mt"
"3893","cds-hnc","1","480","179","ll","-75.9873987209582","0.557873908929775","860.409480201057","950.955172247085","mt"
"3894","cds-hnc-w","1","480","179","ll","-74.3532047542495","0.661894400984562","725.191207669992","950.955172247085","mt"
"3895","cds-hnc-w","1","480","179","ll","-75.9873987209582","0.557873908929775","860.409480201057","950.955172247085","mt"
"3896","mmds-MS","1","480","180","50.0554391203869","-94.1108782407737","0.514456571212648","933.023362630146","950.955172247085","2"
"3897","cds-hnc","1","480","180","ll","-93.2280686416996","0.632739889259899","758.605563119222","950.955172247085","mt"
"3898","cds-hnc","1","480","180","ll","-91.9262519317062","0.57004491708667","842.038908886579","950.955172247085","mt"
"3899","cds-hnc-w","1","480","180","ll","-93.2280686416996","0.632739889259899","758.605563119222","950.955172247085","mt"
"3900","cds-hnc-w","1","480","180","ll","-91.9262521797544","0.570044726408539","842.039190545891","950.955172247085","mt"
"3901","mmds-MS","1","480","181","48.7165278389118","-95.4330556778236","0.629625453272979","762.357997925303","950.955172247085","1"
"3902","cds-hnc","1","480","181","ll","-95.4330556778234","0.629625447655353","762.358004727192","950.955172247085","mt"
"3903","cds-hnc","1","480","181","ll","-108.082757940035","0.467661836910476","1026.38265968212","950.955172247085","mt"
"3904","cds-hnc-w","1","480","181","ll","-95.4330556778234","0.629625447655353","762.358004727192","950.955172247085","mt"
"3905","cds-hnc-w","1","480","181","ll","-108.082757940035","0.467661836910476","1026.38265968212","950.955172247085","mt"
"3906","mmds-MS","1","480","182","55.2994511036173","-104.598902207235","0.518760509319577","925.282459587342","950.955172247085","2"
"3907","cds-hnc","1","480","182","ll","-96.5177882612089","0.628112829513753","764.193911421276","950.955172247085","mt"
"3908","cds-hnc","1","480","182","ll","-106.46987498443","0.519175516873882","924.542826846362","950.955172247085","mt"
"3909","cds-hnc-w","1","480","182","ll","-96.5177882612089","0.628112829513753","764.193911421276","950.955172247085","mt"
"3910","cds-hnc-w","1","480","182","ll","-106.46987498443","0.519175516873882","924.542826846362","950.955172247085","mt"
"3911","mmds-MS","1","480","183","37.5473277891148","-69.0946555782296","0.211127738806459","2273.50514296947","950.955172247085","2"
"3912","cds-hnc","1","480","183","ll","-60.2531660495501","0.68737741349628","698.306331537031","950.955172247085","mt"
"3913","cds-hnc","1","480","183","ll","-57.7712273532408","0.654331215639618","733.573438844413","950.955172247085","mt"
"3914","cds-hnc-w","1","480","183","ll","-60.2531660495501","0.68737741349628","698.306331537031","950.955172247085","mt"
"3915","cds-hnc-w","1","480","183","ll","-57.7712273532408","0.654331215639618","733.573438844413","950.955172247085","mt"
"3916","mmds-MS","1","480","184","37.3950363650385","-72.7900727300771","0.664540361277769","722.303757558175","950.955172247085","1"
"3917","cds-hnc","1","480","184","ll","-72.7900727300768","0.664540357865725","722.303761266802","950.955172247085","mt"
"3918","cds-hnc","1","480","184","ll","-74.0353210371265","0.616882526378242","778.106007991686","950.955172247085","mt"
"3919","cds-hnc-w","1","480","184","ll","-72.7900727300768","0.664540357865725","722.303761266802","950.955172247085","mt"
"3920","cds-hnc-w","1","480","184","ll","-74.0353210371265","0.616882526378242","778.106007991686","950.955172247085","mt"
"3921","mmds-MS","1","480","185","53.3277022726521","-100.655404545304","0.452875955607814","1059.89287807471","950.955172247085","2"
"3922","cds-hnc","1","480","185","ll","-97.4184717703395","0.626866409451885","765.713384482826","950.955172247085","mt"
"3923","cds-hnc","1","480","185","ll","-94.6920064650647","0.580228318111182","827.260554194502","950.955172247085","mt"
"3924","cds-hnc-w","1","480","185","ll","-97.4184717703395","0.626866409451885","765.713384482826","950.955172247085","mt"
"3925","cds-hnc-w","1","480","185","ll","-94.6920064844783","0.580228135785406","827.260814145567","950.955172247085","mt"
"3926","mmds-MS","1","480","186","43.3324157655204","-80.6648315310408","0.430049776502131","1116.14986503224","950.955172247085","2"
"3927","cds-hnc","1","480","186","ll","-64.2196997131376","0.679816248105807","706.07315041004","950.955172247085","mt"
"3928","cds-hnc","1","480","186","ll","-69.9108816587421","0.538225993108175","891.818689818512","950.955172247085","mt"
"3929","cds-hnc-w","1","480","186","ll","-64.2196997131376","0.679816248105807","706.07315041004","950.955172247085","mt"
"3930","cds-hnc-w","1","480","186","ll","-69.9108816587421","0.538225993108175","891.818689818512","950.955172247085","mt"
"3931","mmds-MS","1","480","187","47.0706585012056","-88.1413170024111","0.492236015865989","975.141973623238","950.955172247085","2"
"3932","cds-hnc","1","480","187","ll","-82.9016332465325","0.648092789540178","740.634686493827","950.955172247085","mt"
"3933","cds-hrp","1","480","187",NA,NA,NA,NA,NA,NA
"3934","cds-hnc-w","1","480","187","ll","-82.9016332465325","0.648092789540178","740.634686493827","950.955172247085","mt"
"3935","cds-hnc-w","1","480","187","ll","-86.4185806555809","0.531605415143078","902.925339597625","950.955172247085","mt"
"3936","mmds-MS","1","480","188","36.23037756573","-66.4607551314601","0.528058301842426","908.990538213777","950.955172247085","2"
"3937","cds-hnc","1","480","188","ll","-64.5474525247792","0.679206298118735","706.707227729636","950.955172247085","mt"
"3938","cds-hrp","1","480","188",NA,NA,NA,NA,NA,NA
"3939","cds-hnc-w","1","480","188","ll","-64.5474525247792","0.679206298118735","706.707227729636","950.955172247085","mt"
"3940","cds-hnc-w","1","480","188","ll","-62.7111079699719","0.593582716609525","808.648881729077","950.955172247085","mt"
"3941","mmds-MS","1","480","189","31.2350459165505","-56.470091833101","0.527767108670527","909.492069729668","950.955172247085","2"
"3942","cds-hnc","1","480","189","ll","-51.5741028837339","0.705218306676529","680.640300252681","950.955172247085","mt"
"3943","cds-hnc","1","480","189","ll","-55.2717912448066","0.6021074177493","797.199944478774","950.955172247085","mt"
"3944","cds-hnc-w","1","480","189","ll","-51.5741028837339","0.705218306676529","680.640300252681","950.955172247085","mt"
"3945","cds-hrp-w","1","480","189",NA,NA,NA,NA,NA,NA
"3946","mmds-MS","1","480","190","55.0366413970057","-108.073282794011","0.612735776271171","783.371917535255","950.955172247085","1"
"3947","cds-hnc","1","480","190","ll","-108.073282794011","0.612735775629391","783.371918355759","950.955172247085","mt"
"3948","cds-hnc","1","480","190","ll","-105.130789117278","0.579164136472456","828.780599095033","950.955172247085","mt"
"3949","cds-hnc-w","1","480","190","ll","-108.073282794011","0.612735775629391","783.371918355759","950.955172247085","mt"
"3950","cds-hnc-w","1","480","190","ll","-105.130789149888","0.579165241600073","828.77901766669","950.955172247085","mt"
"3951","mmds-MS","1","480","191","66.7535910121421","-127.507182024284","0.464865842779116","1032.55596739568","950.955172247085","2"
"3952","cds-hnc","1","480","191","ll","-97.5547217067961","0.626678603897287","765.942856537468","950.955172247085","mt"
"3953","cds-hnc","1","480","191","ll","-127.882378201142","0.43915269576207","1093.01389842785","950.955172247085","mt"
"3954","cds-hnc-w","1","480","191","ll","-97.5547217067961","0.626678603897287","765.942856537468","950.955172247085","mt"
"3955","cds-hnc-w","1","480","191","ll","-127.882378201142","0.43915269576207","1093.01389842785","950.955172247085","mt"
"3956","mmds-MS","1","480","192","35.4858079684726","-64.9716159369453","0.48344287716489","992.878419917818","950.955172247085","2"
"3957","cds-hnc","1","480","192","ll","-61.023417952158","0.685882421327714","699.828403636338","950.955172247085","mt"
"3958","cds-hnc","1","480","192","ll","-59.4559238194801","0.601392536104582","798.147584453107","950.955172247085","mt"
"3959","cds-hnc-w","1","480","192","ll","-61.023417952158","0.685882421327714","699.828403636338","950.955172247085","mt"
"3960","cds-hnc-w","1","480","192","ll","-59.4559238194801","0.601392536104582","798.147584453107","950.955172247085","mt"
"3961","mmds-MS","1","480","193","33.9599399029066","-65.9198798058131","0.676675665995922","709.350171907752","950.955172247085","1"
"3962","cds-hnc","1","480","193","ll","-65.9198798058127","0.676675663793661","709.350174216353","950.955172247085","mt"
"3963","cds-hnc","1","480","193","ll","-63.7842557488351","0.648522305725595","740.144164298182","950.955172247085","mt"
"3964","cds-hnc-w","1","480","193","ll","-65.9198798058127","0.676675663793661","709.350174216353","950.955172247085","mt"
"3965","cds-hnc-w","1","480","193","ll","-63.7842557488351","0.648522305725595","740.144164298182","950.955172247085","mt"
"3966","mmds-MS","1","480","194","40.0312422666643","-74.0624845333287","0.460551676847598","1042.22831905753","950.955172247085","2"
"3967","cds-hnc","1","480","194","ll","-61.2413409981291","0.685461847373398","700.257792376481","950.955172247085","mt"
"3968","cds-hnc","1","480","194","ll","-69.7153871765603","0.546078764476681","878.994077823177","950.955172247085","mt"
"3969","cds-hnc-w","1","480","194","ll","-61.2413409981291","0.685461847373398","700.257792376481","950.955172247085","mt"
"3970","cds-hnc-w","1","480","194","ll","-69.7153871765603","0.546078764476681","878.994077823177","950.955172247085","mt"
"3971","mmds-MS","1","480","195","39.5891525659337","-73.1783051318674","0.453289492224023","1058.92593636999","950.955172247085","2"
"3972","cds-hnc","1","480","195","ll","-70.4148882773371","0.668639919672096","717.875175977219","950.955172247085","mt"
"3973","cds-hnc","1","480","195","ll","-66.6422467615508","0.675079511794911","711.027355464794","950.955172247085","mt"
"3974","cds-hnc-w","1","480","195","ll","-70.4148882773371","0.668639919672096","717.875175977219","950.955172247085","mt"
"3975","cds-hnc-w","1","480","195","ll","-66.6422467615508","0.675079511794911","711.027355464794","950.955172247085","mt"
"3976","mmds-MS","1","480","196","64.2231847126857","-122.446369425371","0.404763077720933","1185.87891638412","950.955172247085","2"
"3977","cds-hnc","1","480","196","ll","-109.648441248004","0.610736495626251","785.936330049847","950.955172247085","mt"
"3978","cds-hnc","1","480","196","ll","-115.789350248818","0.460523273760121","1042.29259920102","950.955172247085","mt"
"3979","cds-hnc-w","1","480","196","ll","-109.648441248004","0.610736495626251","785.936330049847","950.955172247085","mt"
"3980","cds-hrp-w","1","480","196",NA,NA,NA,NA,NA,NA
"3981","mmds-MS","1","480","197","52.1021152663673","-102.204230532735","0.620383590943275","773.71485482099","950.955172247085","1"
"3982","cds-hnc","1","480","197","ll","-102.204230532734","0.620383588537871","773.714857820902","950.955172247085","mt"
"3983","cds-hnc","1","480","197","ll","-101.068689355945","0.598067922836834","802.584425065302","950.955172247085","mt"
"3984","cds-hnc-w","1","480","197","ll","-102.204230532734","0.620383588537871","773.714857820902","950.955172247085","mt"
"3985","cds-hnc-w","1","480","197","ll","-101.068689355945","0.598067922836834","802.584425065302","950.955172247085","mt"
"3986","mmds-MS","1","480","198","36.4428368074041","-66.8856736148083","0.603594081452858","795.236425852014","950.955172247085","2"
"3987","cds-hnc","1","480","198","ll","-64.0982735007861","0.680042775757592","705.837951833637","950.955172247085","mt"
"3988","cds-hnc","1","480","198","ll","-68.8270863964777","0.595475967544918","806.077870747643","950.955172247085","mt"
"3989","cds-hnc-w","1","480","198","ll","-64.0982735007861","0.680042775757592","705.837951833637","950.955172247085","mt"
"3990","cds-hnc-w","1","480","198","ll","-68.8270863964777","0.595475967544918","806.077870747643","950.955172247085","mt"
"3991","mmds-MS","1","480","199","39.314673798828","-72.6293475976561","0.466830001003143","1028.21155231788","950.955172247085","2"
"3992","cds-hnc","1","480","199","ll","-61.5463625726002","0.68487493426199","700.857888042348","950.955172247085","mt"
"3993","cds-hnc","1","480","199","ll","-71.0121341072959","0.545816083749985","879.41710457156","950.955172247085","mt"
"3994","cds-hnc-w","1","480","199","ll","-61.5463625726002","0.68487493426199","700.857888042348","950.955172247085","mt"
"3995","cds-hrp-w","1","480","199",NA,NA,NA,NA,NA,NA
"3996","mmds-MS","1","480","200","40.2268255655487","-74.4536511310973","0.567195657831923","846.268819889729","950.955172247085","2"
"3997","cds-hnc","1","480","200","ll","-69.2244536993944","0.670731687245879","715.6363850513","950.955172247085","mt"
"3998","cds-hnc","1","480","200","ll","-76.4195578858474","0.561351126650688","855.079783777987","950.955172247085","mt"
"3999","cds-hnc-w","1","480","200","ll","-69.2244536993944","0.670731687245879","715.6363850513","950.955172247085","mt"
"4000","cds-hnc-w","1","480","200","ll","-76.4195578858474","0.561351126650688","855.079783777987","950.955172247085","mt"
"4001","mmds-MS","1","960","1","74.7246635842532","-143.449327168506","0.539452484414025","1779.58212768784","1901.91034449417","2"
